chrX	132990	160020	uc004cpa.1	0	+	140854	156002	0	9	71,203,148,137,129,156,184,296,761,	0,5158,7843,12409,14324,15175,16711,22773,26269,
chrX	138078	156125	uc004cpb.1	0	+	140854	156002	0	7	273,148,137,129,156,184,362,	0,2755,7321,9236,10087,11623,17685,
chrX	157538	160020	uc004cpc.1	0	+	157538	157538	0	1	2482,	0,
chrX	161425	168795	uc004cpd.1	0	-	161740	168184	0	4	439,153,149,710,	0,2601,2973,6660,
chrX	161425	170887	uc004cpe.1	0	-	161740	170886	0	6	439,153,149,209,159,71,	0,2601,2973,6660,8007,9391,
chrX	214969	222590	uc004cpf.1	0	-	215101	221653	0	5	283,107,119,176,549,	0,4369,4543,6530,7072,
chrX	214969	267627	uc004cpg.1	0	-	215101	267426	0	13	283,107,119,176,90,49,157,87,75,103,104,186,525,	0,4369,4543,6530,7072,7648,11281,11939,12466,12999,13355,27170,52133,
chrX	505078	527558	uc004cph.1	0	+	511632	525371	0	6	259,709,209,58,89,2433,	0,6122,10274,16477,16655,20047,
chrX	505078	540146	uc004cpi.1	0	+	511632	539564	0	6	259,709,209,58,89,627,	0,6122,10274,16477,16655,34441,
chrX	720013	720042	uc004cpj.1	0	+	720013	720013	0	1	29,	0,
chrX	1274886	1291530	uc004cpk.1	0	-	1274889	1291527	0	6	128,163,134,167,103,82,	0,2532,6385,10439,12812,16562,
chrX	1274886	1291530	uc004cpl.1	0	-	1274889	1285338	0	5	128,163,134,167,82,	0,2532,6385,10439,16562,
chrX	1274886	1291530	uc004cpm.1	0	-	1274886	1274886	0	6	128,345,134,167,100,82,	0,2777,6385,10439,12812,16562,
chrX	1347700	1388827	uc004cpn.1	0	+	1361596	1388372	0	13	72,88,102,143,124,130,173,134,30,136,97,82,533,	0,5947,13870,16970,19711,19951,21529,25520,26619,31683,35115,36638,40594,
chrX	1347700	1388827	uc004cpo.1	0	+	1361596	1388372	0	13	72,64,102,143,124,130,173,134,30,136,97,82,533,	0,5947,13870,16970,19711,19951,21529,25520,26619,31683,35115,36638,40594,
chrX	1347700	1388827	uc004cpp.1	0	+	1361596	1388482	0	11	72,88,102,143,124,130,173,134,30,136,533,	0,5947,13870,16970,19711,19951,21529,25520,26619,31683,40594,
chrX	1347700	1388827	uc004cpq.1	0	+	1361596	1384394	0	9	72,88,102,143,124,130,173,82,533,	0,5947,13870,16970,19711,19951,21529,36638,40594,
chrX	1347700	1388827	uc010nct.1	0	+	1361596	1388372	0	14	72,64,152,102,143,124,130,173,134,30,136,97,82,533,	0,5947,13601,13870,16970,19711,19951,21529,25520,26619,31683,35115,36638,40594,
chrX	1347700	1388827	uc010ncu.1	0	+	1347700	1347700	0	12	72,88,102,143,124,130,173,134,30,97,82,533,	0,5947,13870,16970,19711,19951,21529,25520,26619,35115,36638,40594,
chrX	1361570	1388827	uc004cpr.1	0	+	1361596	1384394	0	10	102,143,124,130,173,134,30,136,82,533,	0,3100,5841,6081,7659,11650,12749,17813,22768,26724,
chrX	1361570	1388827	uc010ncv.1	0	+	1361596	1388372	0	12	102,143,124,130,173,134,30,136,102,97,82,533,	0,3100,5841,6081,7659,11650,12749,17813,20583,21245,22768,26724,
chrX	1415508	1461582	uc004cps.1	0	+	1420658	1461358	0	12	311,102,119,115,133,185,116,27,115,106,82,299,	0,5112,8700,11815,15484,15706,19605,22245,28522,42043,44407,45775,
chrX	1465044	1470998	uc004cpt.2	0	-	1465494	1470902	0	4	608,141,487,207,	0,1127,3089,5747,
chrX	1465044	1470998	uc004cpu.2	0	-	1465044	1465044	0	5	608,141,487,211,207,	0,1127,3089,3931,5747,
chrX	1480908	1492007	uc004cpv.1	0	+	1480988	1491908	0	3	210,125,372,	0,1445,10727,
chrX	1480908	1494107	uc004cpw.1	0	+	1480908	1480908	0	5	210,125,146,549,472,	0,1445,10727,11746,12727,
chrX	1482031	1531844	uc004cpx.1	0	-	1482161	1531733	0	13	351,123,144,133,185,163,388,109,62,65,48,132,204,	0,9593,14834,15843,18519,22386,24595,29130,31883,32555,35958,39047,49609,
chrX	1482031	1531844	uc004cpy.1	0	-	1482161	1531733	0	12	351,123,144,133,185,163,388,109,62,65,132,204,	0,9593,14834,15843,18519,22386,24595,29130,31883,32555,39047,49609,
chrX	1541465	1616000	uc004cpz.1	0	-	1544371	1545451	0	2	4010,187,	0,74348,
chrX	1544371	1545451	uc010ncw.1	0	-	1544371	1545451	0	1	1080,	0,
chrX	1670485	1679196	uc010ncx.1	0	+	1672355	1678514	0	4	177,781,149,1112,	0,1851,3791,7599,
chrX	1670485	1681411	uc004cqa.1	0	+	1672355	1680487	0	5	177,781,149,241,1860,	0,1851,3791,7599,9066,
chrX	1670485	1681411	uc004cqb.1	0	+	1670485	1670485	0	6	177,781,149,241,70,1860,	0,1851,3791,7599,8545,9066,
chrX	1674276	1721974	uc004cqd.1	0	+	1694092	1721907	0	10	149,136,175,130,69,119,84,141,123,279,	0,19749,27755,28885,32319,34437,37320,37766,41054,47419,
chrX	1693940	1721974	uc010ncy.1	0	+	1694092	1721907	0	9	221,175,130,69,119,84,141,123,279,	0,8091,9221,12655,14773,17656,18102,21390,27755,
chrX	1694025	1721974	uc004cqe.1	0	+	1694092	1721907	0	7	136,175,130,69,119,123,279,	0,8006,9136,12570,14688,21305,27670,
chrX	2147552	2429015	uc004cqf.2	0	-	2149081	2428966	0	7	1718,208,208,102,69,108,158,	0,23511,47228,71990,189233,205685,281305,
chrX	2414454	2429015	uc004cqg.2	0	-	2416675	2418760	0	2	4356,158,	0,14403,
chrX	2414467	2428580	uc004cqh.1	0	-	2416675	2418760	0	2	4346,229,	0,13884,
chrX	2416675	2418760	uc010ncz.1	0	-	2416675	2418760	0	1	2085,	0,
chrX	2537432	2566735	uc004cqi.1	0	+	2537432	2537432	0	10	90,43,69,154,45,69,45,69,46,721,	0,1604,2758,6424,9348,10037,13298,13993,17205,28582,
chrX	2537432	2585270	uc004cqj.1	0	+	2537432	2537432	0	9	90,43,69,154,45,69,69,46,2203,	0,1604,2758,6424,9348,10037,13993,17205,45635,
chrX	2544659	2566735	uc004cqk.1	0	+	2544659	2544659	0	5	2166,69,69,46,721,	0,2810,6766,9978,21355,
chrX	2592344	2594080	uc004cql.2	0	+	2592344	2592344	0	1	1736,	0,
chrX	2619227	2669350	uc004cqm.1	0	+	2619401	2668845	0	10	241,33,48,45,69,48,51,114,57,531,	0,23235,26418,28474,29169,31440,32127,35073,47013,49592,
chrX	2619227	2669350	uc010nda.1	0	+	2619401	2668845	0	9	241,33,45,69,48,51,114,57,531,	0,23235,28474,29169,31440,32127,35073,47013,49592,
chrX	2619227	2669350	uc004cqn.1	0	+	2619227	2619227	0	11	241,33,48,45,69,48,51,114,18,54,531,	0,23235,26418,28474,29169,31440,32127,35073,42170,47016,49592,
chrX	2619227	2669350	uc004cqo.1	0	+	2619401	2668845	0	10	241,33,48,45,69,48,51,114,54,531,	0,23235,26418,28474,29169,31440,32127,35073,47016,49592,
chrX	2680114	2717747	uc010ndb.1	0	+	2680114	2680114	0	6	262,103,42,24,63,63,	0,824,18476,22642,29992,37570,
chrX	2680114	2743841	uc004cqp.1	0	+	2680315	2742421	0	11	262,42,24,63,63,69,51,45,36,117,1437,	0,18476,22642,29992,37570,42461,45236,54627,56111,59262,62290,
chrX	2680114	2743968	uc004cqq.1	0	+	2680315	2742421	0	11	262,42,24,63,63,69,51,36,117,1437,127,	0,18476,22642,29992,37570,42461,45236,56111,59262,62290,63727,
chrX	2756862	2810861	uc004cqs.1	0	+	2758229	2809254	0	12	154,135,93,142,175,163,127,223,201,105,108,1769,	0,1239,14176,14391,25158,26171,27676,31021,32700,46988,48378,52230,
chrX	2756862	2810861	uc004cqt.1	0	+	2758229	2809254	0	11	154,135,142,175,163,127,223,201,105,108,1769,	0,1239,14391,25158,26171,27676,31021,32700,46988,48378,52230,
chrX	2756862	2810861	uc004cqu.1	0	+	2758229	2809254	0	11	154,135,142,175,163,127,223,201,105,105,1769,	0,1239,14391,25158,26171,27676,31021,32700,46988,48381,52230,
chrX	2756862	2810861	uc004cqv.1	0	+	2783174	2809254	0	8	154,135,175,163,127,223,201,1769,	0,1239,25158,26171,27676,31021,32700,52230,
chrX	2758101	2810861	uc004cqw.1	0	+	2758229	2809254	0	10	135,115,175,163,127,223,201,105,108,1769,	0,13179,23919,24932,26437,29782,31461,45749,47139,50991,
chrX	2771038	2810861	uc004cqx.1	0	+	2771124	2809254	0	8	93,142,175,163,127,223,201,1769,	0,215,10982,11995,13500,16845,18524,38054,
chrX	2783033	2810861	uc010ndc.1	0	+	2783174	2809254	0	6	163,127,223,201,105,1769,	0,1505,4850,6529,20817,26059,
chrX	2832010	2857392	uc004cqy.1	0	-	2835311	2857316	0	10	3663,122,163,135,137,424,123,122,150,120,	0,4751,5847,6689,11586,13834,16631,17933,21646,25262,
chrX	2832961	2834195	uc010ndd.1	0	+	2832961	2832961	0	2	285,587,	0,647,
chrX	2834196	2857392	uc004cqz.1	0	-	2834196	2834196	0	3	1829,85,120,	0,2565,23076,
chrX	2841654	2857392	uc004cra.1	0	-	2842665	2857316	0	7	1160,137,424,123,122,150,120,	0,1942,4190,6987,8289,12002,15618,
chrX	2848425	2857392	uc004crb.2	0	-	2848534	2857316	0	4	339,122,150,120,	0,1518,5231,8847,
chrX	2862672	2892494	uc004crc.2	0	-	2862872	2888441	0	11	559,122,163,135,137,424,123,122,162,43,230,	0,2110,3463,8433,11366,14672,18511,20784,23642,25746,29592,
chrX	2934653	2961426	uc004crd.1	0	+	2934653	2961426	0	9	92,122,126,424,137,135,163,122,368,	0,3417,6434,8357,11921,17408,20700,22634,26405,
chrX	2969511	3040747	uc004cre.1	0	+	2996141	3040597	0	11	193,39,150,122,123,424,137,135,163,125,533,	0,26602,30555,35077,39420,42772,48025,59616,62291,68657,70703,
chrX	2994852	3040747	uc004crf.1	0	+	2996141	3040597	0	11	61,39,150,122,123,424,137,135,163,125,533,	0,1261,5214,9736,14079,17431,22684,34275,36950,43316,45362,
chrX	3236607	3274681	uc004crg.2	0	-	3237756	3271874	0	7	3058,901,4968,391,130,216,126,	0,8536,11441,21451,22077,35079,37948,
